Opportunity ID,Sales Rep ID,Sales Rep Name,Region,Country,Contact Name,Customer Name,Cust ID,Opp Initiation Date,Opp Close Date,Opportunity Status,Opportunity Stage
OPP-60695,SR-2095,Billy Webb,Middle East,UK,Tiffany Ferguson PhD,Poole-Kelley,CUST-10007,2025-06-06,2025-01-29,Open,Negotiation
OPP-60696,SR-2098,Paul Brown,Europe,Germany,George Donovan,Bryant Inc,CUST-10449,2025-06-19,2025-07-31,Lost,Closed Won
OPP-60697,SR-2090,Christopher Johnson,Europe,USA,Amber Jones,Daugherty-Pruitt,CUST-10108,2025-03-14,2025-05-18,Lost,Qualification
OPP-60698,SR-2052,Frank Anderson,Middle East,India,Jennifer Johnson,Jones-Rios,CUST-10980,2025-02-24,2025-07-16,Negotiation,Proposal
OPP-60699,SR-2036,Stephanie Smith,Latin America,UK,David Howard,Hernandez Ltd,CUST-10881,2025-04-18,2025-04-10,Won,Closed Won
OPP-60700,SR-2065,Reginald Jenkins,Middle East,UK,Brian Jones,Edwards-Stanley,CUST-10961,2025-05-01,2025-04-27,Lost,Negotiation
OPP-60701,SR-2033,Tiffany Taylor,Latin America,UAE,Paula Reyes,Carter and Sons,CUST-10680,2025-08-14,2025-08-25,Lost,Closed Won
OPP-60702,SR-2073,Tracy Davis,Asia-Pacific,Germany,Ricardo Pitts,Mcguire and Sons,CUST-10380,2025-06-12,2025-03-26,Negotiation,Prospecting
OPP-60703,SR-2097,Derrick Fuentes,Asia-Pacific,USA,Adam Shepherd,Wilkins-Moore,CUST-10594,2025-05-02,2025-06-22,On Hold,Proposal
OPP-60704,SR-2024,Diane Richardson,Middle East,Germany,Donna Parker,Dorsey-Edwards,CUST-10607,2025-04-20,2025-02-12,Open,Qualification
OPP-60705,SR-2066,Laura Duncan,Latin America,USA,Jill Lynch,"Miranda, Martin and Erickson",CUST-10200,2025-03-25,2025-06-25,Won,Closed Won
OPP-60706,SR-2061,Margaret Martinez,Asia-Pacific,India,Jeremy Deleon,Kelly Group,CUST-10475,2025-04-23,2025-04-10,On Hold,Prospecting
OPP-60707,SR-2031,Kevin Kim,North America,Brazil,Karen Zimmerman,"Lopez, Bates and Phillips",CUST-10615,2025-06-12,2025-07-06,Won,Proposal
OPP-60708,SR-2037,James Martin,Asia-Pacific,UK,Mary Allen,Bradley-Merritt,CUST-10666,2025-02-12,2025-04-29,Won,Closed Won
OPP-60709,SR-2046,Randall Lara,North America,USA,George Adkins,Daniel LLC,CUST-10148,2025-01-04,2025-05-02,On Hold,Proposal
OPP-60710,SR-2006,Jesse Cummings,Latin America,USA,Dustin King,"Rodriguez, Hill and Hopkins",CUST-10628,2025-03-30,2025-06-15,Won,Closed Won
OPP-60711,SR-2030,John Hamilton,Europe,UK,Mary Phillips MD,Carter Inc,CUST-10864,2025-02-28,2025-02-21,On Hold,Proposal
OPP-60712,SR-2077,Denise Brewer,Middle East,Australia,Matthew Carroll,Lewis-Lopez,CUST-10638,2025-01-14,2025-01-15,Lost,Proposal
OPP-60713,SR-2093,Brooke Allen,Middle East,Australia,John Wright,"Roberson, Lewis and Mills",CUST-10378,2025-03-01,2025-02-04,Lost,Qualification
OPP-60714,SR-2022,Ethan Smith,Middle East,Germany,Shelley Huber,Patton and Sons,CUST-10373,2025-07-08,2025-02-18,Open,Closed Won
OPP-60715,SR-2057,Richard Fox,Asia-Pacific,UAE,Hailey Cook,Tanner-Brown,CUST-10379,2025-07-06,2025-03-11,Won,Negotiation
OPP-60716,SR-2019,Teresa Williams,Asia-Pacific,Germany,Kaylee Ashley,Walker-Shea,CUST-10222,2025-07-15,2025-06-04,On Hold,Qualification
OPP-60717,SR-2061,Andrew Gordon,Europe,USA,Amy White,"Crawford, Hayes and Tapia",CUST-10230,2025-05-21,2025-07-18,On Hold,Negotiation
OPP-60718,SR-2072,Robin Barrera,Middle East,Germany,Dwayne Richards,"Miranda, Martin and Erickson",CUST-10074,2025-01-18,2025-07-05,Lost,Closed Won
OPP-60719,SR-2014,Ryan Clark,Asia-Pacific,Germany,Jenna Stevenson,Harrington Ltd,CUST-10125,2025-01-07,2025-03-04,Negotiation,Proposal
OPP-60720,SR-2039,Joseph Sullivan,North America,Brazil,Angela Ramos,Cox-Taylor,CUST-10746,2025-06-19,2025-03-30,Open,Qualification
OPP-60721,SR-2059,John Cox,North America,USA,Maureen Wood,"Campbell, Bennett and Carrillo",CUST-10177,2025-03-03,2025-07-03,Negotiation,Closed Won
OPP-60722,SR-2099,Ms. Jennifer Wiggins,Europe,Germany,Amy Fowler,Simmons Ltd,CUST-10365,2025-05-06,2025-04-30,Open,Closed Won
OPP-60723,SR-2096,Maurice Robinson,North America,Australia,Jenny Fleming,Morris-Hall,CUST-10914,2025-01-25,2025-02-06,Lost,Prospecting
OPP-60724,SR-2005,Jacqueline Lewis,Middle East,India,David Taylor,Deleon Group,CUST-10850,2025-01-02,2025-07-06,Open,Prospecting
OPP-60725,SR-2021,Mark Dougherty,North America,UK,Jessica Garcia,"Hill, Beck and Garcia",CUST-10022,2025-08-13,2025-08-14,Won,Proposal
OPP-60726,SR-2065,Susan Hensley,North America,UAE,Mark Herrera,Cobb-Marsh,CUST-10305,2025-02-19,2025-07-13,Lost,Proposal
OPP-60727,SR-2083,Tammy Miller,Latin America,Brazil,Mr. Gregory Martinez,"Leonard, Smith and Davis",CUST-10591,2025-03-26,2025-08-07,Open,Negotiation
OPP-60728,SR-2038,Sandra Estrada,Latin America,India,Andrea Hoffman,"Contreras, Williams and Valdez",CUST-10295,2025-06-23,2025-01-26,On Hold,Prospecting
OPP-60729,SR-2057,George Erickson,Latin America,USA,Julie Figueroa,Hardin Inc,CUST-10604,2025-08-30,2025-02-03,On Hold,Negotiation
OPP-60730,SR-2093,Kimberly Johnson,Europe,India,Aaron Howard,Mcguire Group,CUST-10807,2025-08-24,2025-07-20,On Hold,Closed Won
OPP-60731,SR-2061,Matthew Shaw,Asia-Pacific,USA,Sean Knight,"Kline, Kaiser and Garrett",CUST-10862,2025-08-06,2025-01-24,Lost,Qualification
OPP-60732,SR-2092,Christopher Simpson,Asia-Pacific,UAE,Ann Young,"Williams, White and Boyd",CUST-10571,2025-02-18,2025-01-27,Lost,Closed Won
OPP-60733,SR-2018,Cody Blankenship,Middle East,USA,Gabriel Nguyen,Maynard-Johnson,CUST-10274,2025-03-29,2025-02-16,Negotiation,Proposal
OPP-60734,SR-2069,Calvin Austin,Europe,UAE,Michael Jones,Castro-Williams,CUST-10543,2025-02-23,2025-05-27,Open,Negotiation
OPP-60735,SR-2091,Jason Clay,Asia-Pacific,USA,Jack Stone,"Howard, Morris and Patterson",CUST-10788,2025-06-08,2025-04-30,Won,Closed Won
OPP-60736,SR-2056,Lindsey Escobar MD,Middle East,India,James Harrington,Hale LLC,CUST-10747,2025-01-01,2025-03-13,Open,Proposal
OPP-60737,SR-2062,Chad Brooks,Europe,Germany,James Gaines,"Castro, Evans and Anderson",CUST-10388,2025-06-24,2025-02-26,On Hold,Closed Won
OPP-60738,SR-2032,Daniel Thomas,Asia-Pacific,UAE,Todd Harris,Gutierrez LLC,CUST-10851,2025-06-10,2025-03-29,Negotiation,Proposal
OPP-60739,SR-2084,Fernando Mendoza,Latin America,Germany,Dustin Estrada,Clark-Hurst,CUST-10644,2025-07-04,2025-03-20,Open,Prospecting
OPP-60740,SR-2008,Anthony Davis,Asia-Pacific,UK,Allison Williams,"Miller, Whitaker and Joseph",CUST-10537,2025-06-02,2025-03-07,Lost,Closed Won
OPP-60741,SR-2046,Austin Smith,North America,Germany,Tim Phillips,Green-Erickson,CUST-10468,2025-02-06,2025-04-10,On Hold,Prospecting
OPP-60742,SR-2088,Nicholas Ayala,Middle East,Brazil,Kristie Shelton,"Phillips, Lin and Ward",CUST-10860,2025-06-10,2025-08-22,Negotiation,Prospecting
OPP-60743,SR-2095,John Jennings,Europe,UK,Robert Perez,Beasley-Collins,CUST-10736,2025-07-23,2025-01-05,Open,Prospecting
OPP-60744,SR-2047,Christopher Underwood,Latin America,UAE,Edward Morgan,Mckenzie-Schroeder,CUST-10465,2025-07-20,2025-03-12,Lost,Closed Won
OPP-60745,SR-2057,Michael Ferrell,North America,USA,James Blair,Jacobson PLC,CUST-10544,2025-08-19,2025-03-14,Won,Qualification
OPP-60746,SR-2077,Joshua Carlson,Latin America,UK,Kenneth White,"Phillips, Lin and Ward",CUST-10564,2025-06-07,2025-06-27,Negotiation,Proposal
OPP-60747,SR-2045,Kim Gutierrez,Europe,USA,Martha Morse,Griffith Ltd,CUST-10082,2025-01-12,2025-07-26,Negotiation,Closed Won
OPP-60748,SR-2063,Rachel Richardson,Latin America,India,Scott Thompson,Williams-Cisneros,CUST-10705,2025-05-14,2025-01-04,On Hold,Closed Won
OPP-60749,SR-2018,Tiffany Ellis,Middle East,Brazil,Shelby Kirby,"Kelley, Martinez and Miranda",CUST-10149,2025-07-17,2025-07-04,Negotiation,Prospecting
OPP-60750,SR-2026,Johnny Juarez,Europe,UAE,Matthew Richardson,Sampson Group,CUST-10825,2025-07-01,2025-08-17,Lost,Prospecting
OPP-60751,SR-2044,Hector Knight,Middle East,India,Anthony Huffman,Mcdaniel Inc,CUST-10480,2025-06-17,2025-07-15,On Hold,Closed Won
OPP-60752,SR-2011,Jeff Moore,Latin America,USA,Sean Ward,Freeman-Hunt,CUST-10835,2025-08-22,2025-02-11,Open,Prospecting
OPP-60753,SR-2063,Stephanie Hale,Europe,USA,Jonathan Vazquez,Guzman Group,CUST-10214,2025-03-04,2025-04-16,Won,Prospecting
OPP-60754,SR-2067,Lauren Lee,Asia-Pacific,UK,Laura Patterson,"Cohen, Williams and Mullins",CUST-10411,2025-02-27,2025-08-10,Lost,Qualification
OPP-60755,SR-2073,Jillian Long,North America,USA,Jaclyn Taylor,Foster-Kim,CUST-10145,2025-05-05,2025-03-06,Open,Negotiation
OPP-60756,SR-2056,Kyle Haynes,Latin America,Brazil,Taylor James,"Campbell, Bennett and Carrillo",CUST-10396,2025-03-22,2025-03-14,Lost,Negotiation
OPP-60757,SR-2007,Christian Richards,North America,Brazil,Robert Preston,Douglas Ltd,CUST-10567,2025-02-14,2025-01-02,Lost,Closed Won
OPP-60758,SR-2031,Dr. Emily Bray,North America,Australia,Joe Nichols,Clark-Wall,CUST-10309,2025-04-10,2025-06-12,Negotiation,Negotiation
OPP-60759,SR-2079,Danielle Lopez,Asia-Pacific,Australia,Joseph Dawson,Haas Ltd,CUST-10384,2025-02-15,2025-08-27,Open,Proposal
OPP-60760,SR-2003,Jacqueline Baxter,Asia-Pacific,Brazil,Tony Campbell,Gomez-Wallace,CUST-10400,2025-03-17,2025-01-01,Won,Negotiation
OPP-60761,SR-2028,Jason Martin,Europe,Brazil,James Palmer,"Medina, Lucas and Johnson",CUST-10141,2025-08-16,2025-05-26,Won,Proposal
OPP-60762,SR-2030,Sarah Olson,Europe,USA,Erica Torres,"Chaney, Arellano and Miller",CUST-10253,2025-06-23,2025-05-09,Open,Negotiation
OPP-60763,SR-2026,Nancy Gray,North America,UK,Dawn Huffman,Roberts-Chase,CUST-10239,2025-03-09,2025-05-21,Open,Proposal
OPP-60764,SR-2065,Jordan Novak,Latin America,India,Randall Morgan,Greene Group,CUST-10259,2025-04-17,2025-07-01,Negotiation,Prospecting
OPP-60765,SR-2081,Steven Chapman,Middle East,Brazil,Erika Huynh,Cunningham PLC,CUST-10749,2025-07-17,2025-04-02,Won,Closed Won
OPP-60766,SR-2053,Shari Moreno,Europe,USA,Casey Williams,Serrano-Smith,CUST-10312,2025-08-02,2025-06-11,On Hold,Closed Won
OPP-60767,SR-2095,Cindy Mills,Europe,USA,Amanda Rodriguez,Jackson-Vasquez,CUST-10403,2025-05-11,2025-05-30,Won,Closed Won
OPP-60768,SR-2075,Ashley Pope,Latin America,Germany,Leslie Rollins,Poole-Kelley,CUST-10686,2025-01-11,2025-01-25,Won,Qualification
OPP-60769,SR-2029,Curtis Cook,Middle East,Australia,Kaitlyn Allen,Smith-Grant,CUST-10794,2025-06-21,2025-08-28,Negotiation,Negotiation
OPP-60770,SR-2097,Joe Barnes,Europe,India,Mitchell Boyd,Jacobson PLC,CUST-10913,2025-03-11,2025-04-07,Open,Negotiation
OPP-60771,SR-2041,Rebecca Wells,North America,Australia,Daniel White,Black Ltd,CUST-10338,2025-08-06,2025-03-10,Won,Proposal
OPP-60772,SR-2063,Kevin Williams,North America,UK,Miss Kimberly Jennings DVM,Horn-Owen,CUST-10993,2025-03-13,2025-05-27,Lost,Qualification
OPP-60773,SR-2093,Michael Wright,Latin America,UAE,Tiffany Wilson,Dunn-Anderson,CUST-10935,2025-05-14,2025-03-09,Lost,Proposal
OPP-60774,SR-2045,Nathan Leon,Asia-Pacific,USA,Matthew Allen,"Cox, Bradford and Trevino",CUST-10449,2025-04-28,2025-07-20,Negotiation,Prospecting
OPP-60775,SR-2053,Henry Johnson,Asia-Pacific,Germany,Allison Boone,"Stevens, Rodriguez and Long",CUST-10223,2025-08-28,2025-03-19,Open,Qualification
OPP-60776,SR-2059,Kimberly Krause,Middle East,UK,Michael Russell,Wells LLC,CUST-10295,2025-04-10,2025-05-26,Open,Negotiation
OPP-60777,SR-2005,Jacob Oliver,North America,Australia,Michelle Hernandez,Rogers and Sons,CUST-10854,2025-03-18,2025-01-21,Negotiation,Proposal
OPP-60778,SR-2073,Janice Hayes,Middle East,India,Lisa Bolton,Davis PLC,CUST-10727,2025-04-06,2025-06-13,Negotiation,Proposal
OPP-60779,SR-2078,Carol Ellis,Asia-Pacific,UK,Nicholas Allen,Johnson Group,CUST-10083,2025-06-09,2025-07-24,On Hold,Negotiation
OPP-60780,SR-2042,Laura Braun,Middle East,Brazil,Kelly Brown,"Bowman, Davis and Cox",CUST-10125,2025-08-24,2025-08-21,On Hold,Negotiation
OPP-60781,SR-2038,Melissa Sweeney,Europe,UK,John Morgan,Whitney-Hernandez,CUST-10423,2025-08-12,2025-08-28,On Hold,Proposal
OPP-60782,SR-2090,Melanie May,North America,UAE,Tyler Kramer,"Clark, Lozano and Jimenez",CUST-10203,2025-08-24,2025-02-15,Won,Proposal
OPP-60783,SR-2070,Karen Gordon,Europe,India,Matthew Perez,"Gonzalez, Reed and Miller",CUST-10535,2025-06-30,2025-05-30,Won,Proposal
OPP-60784,SR-2043,Caroline Stephens,North America,UAE,Stephanie Gonzales,Gallegos-Kennedy,CUST-10612,2025-06-12,2025-08-27,On Hold,Proposal
OPP-60785,SR-2072,Courtney Fowler,Asia-Pacific,USA,Mr. Jesus Phillips V,Chaney-Lozano,CUST-10493,2025-07-29,2025-07-08,Lost,Negotiation
OPP-60786,SR-2044,Amanda Clark,Asia-Pacific,Brazil,Cynthia Morris,Owens-Hunt,CUST-10300,2025-05-03,2025-02-23,Open,Prospecting
OPP-60787,SR-2040,Matthew Williams,Latin America,USA,Jason Hunt,Walton-Hoover,CUST-10242,2025-06-10,2025-01-17,On Hold,Closed Won
OPP-60788,SR-2053,Mr. James Johnson,Middle East,UAE,Regina Elliott,"Williams, White and Boyd",CUST-10209,2025-05-13,2025-03-07,Won,Qualification
OPP-60789,SR-2092,Karen Brown,North America,USA,Brandon Jones,"Jenkins, Barrett and Klein",CUST-10493,2025-04-02,2025-06-10,Lost,Qualification
OPP-60790,SR-2035,Kelly Robinson,Europe,Australia,Ryan Lee,Moore and Sons,CUST-10706,2025-02-10,2025-08-22,Open,Qualification
OPP-60791,SR-2043,Erin Hernandez,Latin America,Australia,Kevin Chambers,Barrera-Moody,CUST-10704,2025-03-07,2025-01-24,Won,Qualification
OPP-60792,SR-2082,Samuel Bond,Middle East,Australia,John Mitchell,Hensley Ltd,CUST-10924,2025-07-20,2025-06-07,Won,Closed Won
OPP-60793,SR-2011,Andrew Medina,Latin America,Germany,Jacob Mccall,Henderson-Wright,CUST-10427,2025-01-31,2025-02-27,Won,Proposal
OPP-60794,SR-2050,Christopher Pierce,Latin America,Australia,Gina Dunn,Wilson-Maxwell,CUST-10431,2025-06-05,2025-01-17,Won,Qualification
OPP-60795,SR-2019,Bryce Miller,Middle East,Australia,Joshua Brown,Ellison-Coleman,CUST-10773,2025-05-04,2025-08-16,Lost,Proposal
OPP-60796,SR-2094,Jeremy Williams,Latin America,India,Holly Nguyen,Murphy LLC,CUST-10550,2025-08-04,2025-08-06,Won,Qualification
OPP-60797,SR-2005,Benjamin Byrd,Latin America,USA,Emily Oliver,"Brooks, Ho and Carr",CUST-10905,2025-01-09,2025-08-19,On Hold,Qualification
OPP-60798,SR-2022,Mario Owens,Europe,Australia,Timothy Larson,"Rios, Vang and Martinez",CUST-10299,2025-07-25,2025-07-11,Lost,Proposal
OPP-60799,SR-2079,Albert Park,Europe,UK,Richard Welch,Miller-Perez,CUST-10287,2025-08-12,2025-08-06,On Hold,Qualification
OPP-60800,SR-2041,Roger Floyd,Latin America,UAE,Jared Andrews,"Wright, Obrien and Mcdowell",CUST-10902,2025-07-03,2025-08-21,Open,Proposal
OPP-60801,SR-2064,Brandon Vang,Latin America,India,Donald Keith,Perez PLC,CUST-10071,2025-06-11,2025-07-19,On Hold,Closed Won
OPP-60802,SR-2067,Patrick Young,Asia-Pacific,UAE,Dawn Taylor,Williams-Alexander,CUST-10319,2025-08-13,2025-04-04,Lost,Proposal
OPP-60803,SR-2074,Kayla Miles,North America,India,Alexandria Watson,"Jones, Martinez and Evans",CUST-10094,2025-03-13,2025-07-09,Negotiation,Negotiation
OPP-60804,SR-2026,David Ramos,Europe,USA,Linda Taylor,Rodriguez Group,CUST-10889,2025-05-04,2025-03-15,On Hold,Closed Won
OPP-60805,SR-2007,Sarah Moore,Latin America,Germany,Matthew Morales,Murray and Sons,CUST-10570,2025-04-17,2025-07-13,On Hold,Closed Won
OPP-60806,SR-2020,Ronald Nguyen,Europe,USA,Cynthia Parks,Martin Inc,CUST-10338,2025-08-18,2025-03-20,Won,Proposal
OPP-60807,SR-2002,Phillip Trevino,Middle East,Brazil,Alexander Jones,"Wilson, Atkins and Reyes",CUST-10309,2025-01-01,2025-02-07,On Hold,Prospecting
OPP-60808,SR-2068,Christopher Alexander,Latin America,Germany,Justin Harris,"Lowe, Rosario and Garcia",CUST-10027,2025-01-10,2025-04-02,On Hold,Prospecting
OPP-60809,SR-2056,Jennifer Alexander,North America,Australia,Michael Blake,Coleman-Welch,CUST-10147,2025-08-14,2025-07-31,On Hold,Qualification
OPP-60810,SR-2055,Brooke Miller,North America,India,Diana Cross,"Ramirez, Lee and Rodriguez",CUST-10435,2025-05-27,2025-08-28,Lost,Negotiation
OPP-60811,SR-2078,Alex Singh,North America,USA,Donna Wise,"Fisher, Rose and Pineda",CUST-10770,2025-05-01,2025-01-01,Negotiation,Qualification
OPP-60812,SR-2082,Tracy Thomas,North America,India,Sheila Flores,Page-Warner,CUST-10821,2025-01-31,2025-05-08,Negotiation,Qualification
OPP-60813,SR-2054,Joshua Goodman,Middle East,Brazil,Matthew Pitts,"Anderson, Mcgee and Yang",CUST-10470,2025-07-21,2025-07-28,Lost,Negotiation
OPP-60814,SR-2098,William Morris,North America,Australia,Darius Flores,Wright-Randolph,CUST-10643,2025-07-09,2025-08-02,On Hold,Prospecting
OPP-60815,SR-2010,Ryan Benson,Asia-Pacific,India,Kathy Estrada,"Richardson, Price and Lyons",CUST-10619,2025-07-21,2025-02-18,Open,Qualification
OPP-60816,SR-2077,Benjamin Olson,Europe,UAE,Robin Phillips,Henderson-Wright,CUST-10801,2025-04-10,2025-05-10,Won,Qualification
OPP-60817,SR-2044,Michael White,Middle East,India,Joshua Fisher,Phillips Group,CUST-10568,2025-03-12,2025-03-10,On Hold,Negotiation
OPP-60818,SR-2090,Alexandra Ray,Asia-Pacific,Australia,Valerie Jenkins,Douglas PLC,CUST-10721,2025-04-29,2025-07-07,Open,Closed Won
OPP-60819,SR-2057,Jessica Duran,Latin America,UK,Michael Jacobs,Brooks-Bolton,CUST-10948,2025-06-08,2025-02-28,On Hold,Qualification
OPP-60820,SR-2069,Tammy Bryan,Asia-Pacific,Australia,Benjamin Callahan,Smith PLC,CUST-10599,2025-04-26,2025-07-24,Negotiation,Negotiation
OPP-60821,SR-2054,Kara Hurley,Asia-Pacific,Brazil,Rachel Neal,Williams Ltd,CUST-10083,2025-07-25,2025-05-30,Lost,Closed Won
OPP-60822,SR-2015,Molly Knapp,Asia-Pacific,Germany,Sara Hill,Moore Group,CUST-10412,2025-02-18,2025-07-25,Won,Proposal
OPP-60823,SR-2027,Richard Diaz,North America,UK,Pamela Elliott,Powell-Long,CUST-10742,2025-02-21,2025-04-03,Open,Negotiation
OPP-60824,SR-2017,Michael Smith,North America,USA,Donna Hall,"Zimmerman, Smith and Orr",CUST-10311,2025-06-22,2025-03-18,Lost,Prospecting
OPP-60825,SR-2056,Kathleen Park,Europe,UK,Dr. Kimberly Meyer,Taylor and Sons,CUST-10023,2025-05-30,2025-03-18,Negotiation,Negotiation
OPP-60826,SR-2038,George Williams,North America,UAE,Gregory Burton,Santiago-Dominguez,CUST-10281,2025-07-29,2025-02-23,Won,Negotiation
OPP-60827,SR-2036,Holly Boyer,Latin America,UK,Michael White,Haas-Morgan,CUST-10500,2025-06-17,2025-08-11,On Hold,Prospecting
OPP-60828,SR-2062,Melissa Miller,Asia-Pacific,UK,Lisa Lee,"Lewis, Johnson and Gilmore",CUST-10952,2025-04-01,2025-06-03,On Hold,Closed Won
OPP-60829,SR-2055,Jasmine Mills,Europe,India,Mr. Scott Martinez,"Wilson, Atkins and Reyes",CUST-10126,2025-04-09,2025-06-19,On Hold,Proposal
OPP-60830,SR-2004,Timothy Le,Europe,UK,Cindy Mosley,Martin Inc,CUST-10306,2025-03-30,2025-03-19,Open,Closed Won
OPP-60831,SR-2001,Michaela Kim,Asia-Pacific,Brazil,Jerome Jones,Castillo and Sons,CUST-10845,2025-01-13,2025-05-02,Negotiation,Closed Won
OPP-60832,SR-2052,Michael Wallace,Asia-Pacific,UAE,Jill Hart,"Bailey, Charles and Diaz",CUST-10688,2025-02-28,2025-01-21,On Hold,Negotiation
OPP-60833,SR-2098,David Wright,Latin America,UK,Matthew White,Ray Inc,CUST-10645,2025-06-14,2025-05-10,Won,Closed Won
OPP-60834,SR-2050,Amy Silva,North America,UK,Gina Whitney,"Daniels, Hubbard and Sweeney",CUST-10270,2025-04-12,2025-03-27,On Hold,Negotiation
OPP-60835,SR-2035,Jennifer Ramos,North America,Brazil,Bernard Dennis,Morgan-Navarro,CUST-10985,2025-03-09,2025-02-13,Open,Proposal
OPP-60836,SR-2054,Lisa Harris,Asia-Pacific,India,Harold Long,"Hamilton, Wilson and Colon",CUST-10148,2025-01-12,2025-03-01,Negotiation,Prospecting
OPP-60837,SR-2008,Richard Cameron,Europe,Brazil,Alex Barber,"Clark, Lozano and Jimenez",CUST-10604,2025-01-03,2025-08-25,Negotiation,Negotiation
OPP-60838,SR-2032,Carolyn Medina,Latin America,USA,Jeanette Butler,"Leonard, Smith and Davis",CUST-10982,2025-05-18,2025-04-03,Open,Qualification
OPP-60839,SR-2041,Taylor Gonzalez,Asia-Pacific,USA,Jessica Brown,Henderson-Wright,CUST-10576,2025-07-22,2025-04-30,Lost,Negotiation
OPP-60840,SR-2022,Kimberly Hudson,Asia-Pacific,UAE,Mr. Jason Smith DDS,Reyes-Kim,CUST-10703,2025-01-26,2025-02-28,On Hold,Negotiation
OPP-60841,SR-2023,Grace George,Asia-Pacific,Germany,Christine Tran,"Green, Hudson and Lara",CUST-10428,2025-03-28,2025-04-23,Won,Proposal
OPP-60842,SR-2088,Stephen Bell DDS,Middle East,Germany,Sean Gonzalez,Jordan-Lee,CUST-10824,2025-07-30,2025-01-05,Open,Qualification
OPP-60843,SR-2056,Brian Jennings,Asia-Pacific,Australia,Ian Stewart,Harris-Harris,CUST-10703,2025-01-31,2025-05-21,Lost,Prospecting
OPP-60844,SR-2058,David Sullivan,Europe,Australia,Samantha Gray,"Evans, Williams and Simpson",CUST-10493,2025-08-22,2025-05-21,Lost,Negotiation
OPP-60845,SR-2012,John Park,Europe,Australia,Antonio Vance,Chan Ltd,CUST-10258,2025-03-08,2025-06-09,Won,Qualification
OPP-60846,SR-2018,Stanley Adams,Asia-Pacific,India,Wesley Harrison,Anderson-Moss,CUST-10583,2025-02-22,2025-04-14,On Hold,Prospecting
OPP-60847,SR-2026,Maxwell Smith,Middle East,Brazil,Gary Ferguson,Davis Inc,CUST-10104,2025-04-21,2025-05-06,Lost,Qualification
OPP-60848,SR-2017,Candice Hughes,Middle East,UK,Laura Sanchez,Moore and Sons,CUST-10323,2025-05-05,2025-06-10,On Hold,Qualification
OPP-60849,SR-2097,Alfred Martin,Asia-Pacific,UAE,Scott Bryant,"Garcia, Mcmillan and Chaney",CUST-10710,2025-03-31,2025-04-19,Lost,Proposal
OPP-60850,SR-2083,David Williams,Asia-Pacific,India,Derek Huffman,Booth-Morris,CUST-10384,2025-02-21,2025-07-31,Won,Prospecting
OPP-60851,SR-2046,Brian Bean,Middle East,Australia,Dr. Andrea Ramirez,"Rivera, Mclaughlin and Wilson",CUST-10245,2025-07-26,2025-05-21,Won,Closed Won
OPP-60852,SR-2022,Thomas Adams,Europe,Germany,Alexander Morales,"Thomas, Arnold and Morris",CUST-10003,2025-06-13,2025-02-17,On Hold,Prospecting
OPP-60853,SR-2049,Kaitlyn Walsh,Europe,India,Christopher Strickland,"Ryan, Murphy and Williamson",CUST-10244,2025-04-04,2025-02-25,On Hold,Prospecting
OPP-60854,SR-2065,Alice Taylor,Europe,UK,Benjamin Jackson,"Williams, Peterson and Green",CUST-10092,2025-06-20,2025-06-24,Open,Proposal
OPP-60855,SR-2001,Jason Sandoval,Asia-Pacific,India,Cindy Cole,"Everett, Ortiz and Smith",CUST-10687,2025-08-26,2025-06-14,Won,Negotiation
OPP-60856,SR-2097,Alyssa Charles,Asia-Pacific,UAE,Willie Ayers,"Sanford, Williams and Hunt",CUST-10002,2025-05-31,2025-08-27,Open,Closed Won
OPP-60857,SR-2077,David Thompson,North America,Australia,Jason Marquez,Brennan-Brown,CUST-10921,2025-06-19,2025-06-23,Won,Closed Won
OPP-60858,SR-2077,Angela Collins,North America,Australia,Cory Chandler,Jackson-Cooper,CUST-10238,2025-03-17,2025-04-10,On Hold,Proposal
OPP-60859,SR-2090,Melissa Rosario,Middle East,UK,Karen Sellers,Dorsey-Edwards,CUST-10633,2025-06-25,2025-05-20,Open,Prospecting
OPP-60860,SR-2097,Tammie Roberts,Europe,UK,Mark Daugherty,Elliott Ltd,CUST-10777,2025-02-13,2025-07-28,Open,Qualification
OPP-60861,SR-2036,Curtis Summers,Latin America,Australia,Beverly Wyatt,"Henderson, Johnson and Johnson",CUST-10110,2025-08-12,2025-07-25,Won,Proposal
OPP-60862,SR-2074,Joseph Miller,North America,Germany,Stephanie Franklin,Brooks LLC,CUST-10330,2025-02-24,2025-05-12,Open,Negotiation
OPP-60863,SR-2041,Rhonda Phillips,North America,UAE,Lauren Miller,Whitney-Hernandez,CUST-10153,2025-04-03,2025-02-19,Open,Closed Won
OPP-60864,SR-2090,Brandon Pruitt,Asia-Pacific,Brazil,Mr. Christopher Vaughan,"Leonard, Smith and Davis",CUST-10434,2025-08-30,2025-01-05,Won,Qualification
OPP-60865,SR-2092,Troy Simmons,Asia-Pacific,Germany,Emma Bowman,Thompson-Atkinson,CUST-10836,2025-01-23,2025-06-24,Won,Closed Won
OPP-60866,SR-2040,Carol Smith,North America,USA,Javier Martinez,"Munoz, Rogers and Nunez",CUST-10207,2025-03-01,2025-03-26,Won,Proposal
OPP-60867,SR-2043,Amanda Gonzalez,Middle East,USA,Joyce Perez,"Williams, White and Boyd",CUST-10455,2025-05-07,2025-06-20,Negotiation,Closed Won
