Customer Session ID,Contact Name,Website Section,Content_Click,Demo Request,Enquiry Submission Flag,Session Login Time,Session Log Out Time,Cmgn ID
SES-91876,Todd Miller,Blog,Whitepaper,No,No,2025-05-06 08:45:00,2025-05-27 07:15:00,CMP-20902
SES-91877,Susan Gregory,Blog,Case Study,Yes,Yes,2025-07-10 20:45:00,2025-08-18 16:45:00,CMP-20441
SES-91878,Cynthia Carpenter,Pricing,Whitepaper,No,Yes,2025-06-05 15:00:00,2025-01-22 11:30:00,CMP-20437
SES-91879,Timothy Carson,Support,Datasheet,Yes,Yes,2025-07-09 11:00:00,2025-02-25 08:30:00,CMP-20953
SES-91880,Shawn Hoover,Blog,Datasheet,Yes,Yes,2025-05-02 23:00:00,2025-06-28 22:00:00,CMP-20882
SES-91881,Tara Stevens,Support,Blog Post,No,Yes,2025-02-20 21:45:00,2025-05-26 13:00:00,CMP-20590
SES-91882,John Carter,Home,Whitepaper,Yes,Yes,2025-08-16 13:30:00,2025-04-20 02:45:00,CMP-20691
SES-91883,Nicole Malone,Pricing,Blog Post,Yes,No,2025-03-26 01:30:00,2025-03-02 02:30:00,CMP-20265
SES-91884,Linda Hall,Support,Blog Post,Yes,Yes,2025-02-22 09:00:00,2025-03-16 10:45:00,CMP-20550
SES-91885,Kevin Gordon,Home,Case Study,Yes,No,2025-04-06 08:00:00,2025-07-23 11:30:00,CMP-20982
SES-91886,Megan Wilkinson,Product Page,Datasheet,No,Yes,2025-01-09 18:15:00,2025-05-22 19:00:00,CMP-20217
SES-91887,Christine Morris,Product Page,Whitepaper,No,No,2025-07-29 18:00:00,2025-08-12 13:15:00,CMP-20487
SES-91888,Brian Sullivan DDS,Blog,Datasheet,No,Yes,2025-05-30 22:15:00,2025-06-09 12:15:00,CMP-20396
SES-91889,Kendra Jones,Product Page,Whitepaper,Yes,Yes,2025-03-01 23:15:00,2025-07-06 07:15:00,CMP-20895
SES-91890,Nathan King,Blog,Video Demo,No,No,2025-07-09 15:00:00,2025-08-25 03:00:00,CMP-20178
SES-91891,Peggy Freeman,Blog,Video Demo,Yes,No,2025-01-12 05:15:00,2025-07-03 06:00:00,CMP-20293
SES-91892,Oscar Wall,Product Page,Case Study,No,No,2025-08-28 12:45:00,2025-08-16 06:15:00,CMP-20920
SES-91893,Barry Santos,Pricing,Whitepaper,Yes,No,2025-01-20 02:30:00,2025-08-07 12:45:00,CMP-20098
SES-91894,Brian Perry,Product Page,Whitepaper,Yes,Yes,2025-01-31 21:45:00,2025-01-02 10:45:00,CMP-20563
SES-91895,Benjamin Vaughn,Product Page,Blog Post,Yes,No,2025-07-26 18:30:00,2025-08-06 08:15:00,CMP-20588
SES-91896,Kara Blake,Home,Whitepaper,Yes,No,2025-07-12 22:45:00,2025-02-23 08:45:00,CMP-20043
SES-91897,Carolyn Bass,Pricing,Case Study,Yes,Yes,2025-05-26 07:30:00,2025-02-05 18:15:00,CMP-20838
SES-91898,Micheal Roy,Home,Blog Post,Yes,Yes,2025-04-16 18:15:00,2025-04-13 05:15:00,CMP-20107
SES-91899,Carrie Dunn,Home,Whitepaper,Yes,Yes,2025-02-15 22:15:00,2025-04-17 16:30:00,CMP-20454
SES-91900,Robert Pham,Pricing,Datasheet,No,Yes,2025-05-22 19:00:00,2025-06-16 16:45:00,CMP-20789
SES-91901,Gabrielle Romero,Support,Datasheet,Yes,No,2025-03-22 04:45:00,2025-06-18 10:00:00,CMP-20057
SES-91902,Alice French,Home,Case Study,Yes,Yes,2025-04-02 06:15:00,2025-04-06 02:45:00,CMP-20191
SES-91903,Jessica Allison,Support,Video Demo,Yes,No,2025-02-23 01:00:00,2025-05-15 13:15:00,CMP-20947
SES-91904,Roberta Stewart,Blog,Blog Post,No,No,2025-07-23 14:15:00,2025-03-18 17:30:00,CMP-20341
SES-91905,Tara Kline,Home,Blog Post,Yes,No,2025-07-14 17:15:00,2025-05-07 10:30:00,CMP-20821
SES-91906,Barbara Porter,Home,Whitepaper,No,No,2025-04-06 06:45:00,2025-04-03 19:45:00,CMP-20026
SES-91907,Sharon Watson,Support,Case Study,Yes,Yes,2025-01-09 16:00:00,2025-04-06 16:15:00,CMP-20325
SES-91908,Leslie Stephenson,Home,Case Study,Yes,Yes,2025-05-10 19:30:00,2025-02-05 22:45:00,CMP-20904
SES-91909,Miss Tammy Carter,Pricing,Datasheet,Yes,Yes,2025-04-07 18:15:00,2025-05-07 15:00:00,CMP-20528
SES-91910,Michael Butler,Home,Case Study,Yes,No,2025-04-09 07:15:00,2025-07-24 09:30:00,CMP-20200
SES-91911,Jill Mcdonald,Home,Blog Post,No,No,2025-06-10 14:15:00,2025-08-15 19:45:00,CMP-20698
SES-91912,Cynthia Griffin,Home,Whitepaper,No,No,2025-05-12 23:30:00,2025-02-02 11:45:00,CMP-20007
SES-91913,Anthony Hill,Home,Blog Post,Yes,No,2025-02-10 02:15:00,2025-07-04 07:30:00,CMP-20166
SES-91914,Christopher Scott,Support,Video Demo,Yes,Yes,2025-01-31 09:00:00,2025-03-15 21:30:00,CMP-20371
SES-91915,Matthew Taylor,Product Page,Blog Post,Yes,No,2025-08-23 10:00:00,2025-07-31 18:00:00,CMP-20882
SES-91916,Eugene Wells,Support,Case Study,Yes,Yes,2025-08-10 21:15:00,2025-05-04 15:15:00,CMP-20270
SES-91917,Cynthia Hunter,Support,Whitepaper,Yes,No,2025-01-30 20:45:00,2025-05-26 12:30:00,CMP-20623
SES-91918,Jason Garrett,Support,Case Study,No,Yes,2025-06-22 02:30:00,2025-06-24 00:30:00,CMP-20819
SES-91919,Micheal Hammond,Support,Whitepaper,Yes,No,2025-06-03 18:45:00,2025-04-20 18:30:00,CMP-20660
SES-91920,Daniel Walker,Home,Case Study,Yes,Yes,2025-07-06 17:15:00,2025-01-26 21:15:00,CMP-20812
SES-91921,Daniel Wu,Blog,Whitepaper,Yes,No,2025-04-09 02:00:00,2025-06-29 06:30:00,CMP-20078
SES-91922,Fernando Rodriguez,Pricing,Blog Post,No,No,2025-03-31 08:15:00,2025-08-06 18:30:00,CMP-20183
SES-91923,Micheal Chambers,Home,Datasheet,Yes,Yes,2025-01-30 15:45:00,2025-08-21 15:15:00,CMP-20668
SES-91924,Troy Moore,Home,Blog Post,Yes,No,2025-07-06 17:30:00,2025-06-26 09:15:00,CMP-20194
SES-91925,Brenda Travis,Home,Case Study,No,Yes,2025-03-31 17:00:00,2025-06-20 17:00:00,CMP-20513
SES-91926,Michael Gilmore,Home,Video Demo,Yes,Yes,2025-02-03 05:45:00,2025-06-25 21:45:00,CMP-20441
SES-91927,Derek Yu,Home,Video Demo,Yes,No,2025-05-13 15:45:00,2025-01-26 01:30:00,CMP-20500
SES-91928,Justin Taylor,Support,Blog Post,No,Yes,2025-01-30 12:30:00,2025-01-09 03:00:00,CMP-20080
SES-91929,Elizabeth Duncan,Home,Whitepaper,No,Yes,2025-07-09 18:45:00,2025-03-05 06:30:00,CMP-20079
SES-91930,Dominic Odonnell,Pricing,Case Study,Yes,No,2025-03-09 07:45:00,2025-05-06 00:15:00,CMP-20937
SES-91931,Ashley Norris,Home,Blog Post,Yes,No,2025-08-10 09:15:00,2025-02-07 11:30:00,CMP-20881
SES-91932,Dan Davidson,Product Page,Case Study,Yes,No,2025-04-02 17:15:00,2025-03-06 08:00:00,CMP-20741
SES-91933,Amber Myers,Support,Blog Post,No,Yes,2025-03-29 21:15:00,2025-02-04 16:45:00,CMP-20066
SES-91934,Meredith Spencer,Product Page,Case Study,No,Yes,2025-01-03 10:30:00,2025-08-18 06:45:00,CMP-20029
SES-91935,Tina Perry,Product Page,Blog Post,No,Yes,2025-07-01 09:30:00,2025-03-14 03:45:00,CMP-20976
SES-91936,Christopher Rodriguez,Pricing,Blog Post,No,Yes,2025-08-14 08:45:00,2025-02-08 17:00:00,CMP-20153
SES-91937,Kylie Hebert,Pricing,Blog Post,No,No,2025-07-18 22:30:00,2025-01-09 21:45:00,CMP-20752
SES-91938,William Bryan,Product Page,Video Demo,Yes,No,2025-08-09 03:00:00,2025-02-20 21:00:00,CMP-20039
SES-91939,Joshua Hayes,Support,Datasheet,No,Yes,2025-04-24 21:00:00,2025-05-03 10:15:00,CMP-20002
SES-91940,Emily Blair,Home,Video Demo,No,Yes,2025-01-04 19:45:00,2025-05-09 20:15:00,CMP-20455
SES-91941,Mr. Thomas Green,Pricing,Blog Post,No,Yes,2025-05-14 09:30:00,2025-06-21 19:30:00,CMP-20985
SES-91942,Dale Short,Product Page,Video Demo,No,No,2025-05-13 15:30:00,2025-02-15 09:45:00,CMP-20043
SES-91943,Christopher Collins,Blog,Whitepaper,No,No,2025-05-11 01:15:00,2025-07-06 13:15:00,CMP-20957
SES-91944,Dylan Savage,Product Page,Video Demo,Yes,Yes,2025-01-29 01:30:00,2025-02-01 11:30:00,CMP-20491
SES-91945,Caroline Zuniga,Product Page,Video Demo,Yes,Yes,2025-08-19 01:15:00,2025-03-16 07:15:00,CMP-20770
SES-91946,Alexandra Guerrero,Support,Whitepaper,No,No,2025-08-09 03:30:00,2025-04-27 12:30:00,CMP-20570
SES-91947,Karen Kerr,Support,Video Demo,No,Yes,2025-04-10 18:00:00,2025-06-27 05:15:00,CMP-20932
SES-91948,Julia Anderson,Support,Video Demo,Yes,Yes,2025-07-15 16:15:00,2025-02-07 23:45:00,CMP-20086
SES-91949,Jamie Tran,Product Page,Case Study,No,Yes,2025-02-26 13:45:00,2025-01-02 10:00:00,CMP-20819
SES-91950,Teresa Myers,Home,Datasheet,No,No,2025-02-06 15:15:00,2025-07-24 00:45:00,CMP-20385
SES-91951,David Wilson,Pricing,Case Study,Yes,Yes,2025-03-23 14:30:00,2025-07-27 22:00:00,CMP-20747
SES-91952,Courtney Johnson,Blog,Blog Post,No,Yes,2025-08-07 15:30:00,2025-02-02 16:30:00,CMP-20533
SES-91953,Nancy Dominguez DDS,Blog,Datasheet,Yes,Yes,2025-02-21 14:45:00,2025-01-26 23:15:00,CMP-20276
SES-91954,Jessica Garza,Blog,Datasheet,No,No,2025-04-14 22:45:00,2025-01-09 23:45:00,CMP-20628
SES-91955,Alexis Harper,Product Page,Video Demo,No,No,2025-01-06 01:45:00,2025-04-16 19:15:00,CMP-20125
SES-91956,Julie Perry,Pricing,Case Study,Yes,No,2025-05-12 07:00:00,2025-08-17 19:45:00,CMP-20828
SES-91957,Brandon Campos,Support,Blog Post,Yes,Yes,2025-08-23 14:30:00,2025-02-06 05:45:00,CMP-20650
SES-91958,Travis Harris,Blog,Case Study,Yes,Yes,2025-02-17 07:15:00,2025-05-22 03:30:00,CMP-20047
SES-91959,Ryan Watson,Home,Whitepaper,Yes,No,2025-03-18 22:45:00,2025-01-27 00:00:00,CMP-20826
SES-91960,Kathryn Wagner,Support,Datasheet,No,Yes,2025-03-14 03:15:00,2025-05-22 16:45:00,CMP-20765
SES-91961,Michael Salazar,Pricing,Datasheet,No,Yes,2025-04-17 02:30:00,2025-04-26 23:00:00,CMP-20333
SES-91962,Amber Casey,Home,Video Demo,Yes,No,2025-05-19 10:30:00,2025-02-02 02:30:00,CMP-20332
SES-91963,Pamela Phillips,Support,Case Study,Yes,Yes,2025-08-01 12:15:00,2025-01-28 10:30:00,CMP-20532
SES-91964,James Ross,Support,Datasheet,Yes,No,2025-03-29 07:00:00,2025-02-18 12:30:00,CMP-20527
SES-91965,Amanda Jenkins,Pricing,Case Study,No,Yes,2025-02-05 09:45:00,2025-05-28 01:00:00,CMP-20288
SES-91966,Whitney Duke,Pricing,Datasheet,Yes,No,2025-04-08 09:45:00,2025-05-13 23:45:00,CMP-20587
SES-91967,Stacey Pollard,Support,Whitepaper,Yes,No,2025-01-23 01:15:00,2025-05-26 12:00:00,CMP-20149
SES-91968,Christopher Torres,Home,Blog Post,No,No,2025-03-06 08:45:00,2025-05-02 13:00:00,CMP-20591
SES-91969,Tyler Lee,Home,Whitepaper,Yes,No,2025-05-24 21:00:00,2025-03-09 10:30:00,CMP-20570
SES-91970,Samantha Gallegos,Home,Whitepaper,No,Yes,2025-01-24 13:15:00,2025-08-22 21:45:00,CMP-20030
SES-91971,Rebecca Burgess,Blog,Blog Post,Yes,Yes,2025-07-09 17:30:00,2025-04-27 07:45:00,CMP-20889
SES-91972,Sarah Ryan,Home,Video Demo,Yes,Yes,2025-04-24 08:30:00,2025-04-11 08:00:00,CMP-20085
SES-91973,Michael Woodward,Home,Whitepaper,Yes,No,2025-06-09 17:45:00,2025-03-03 20:45:00,CMP-20494
SES-91974,Angela Ward,Support,Whitepaper,Yes,No,2025-02-27 14:45:00,2025-06-12 00:45:00,CMP-20089
SES-91975,Olivia Acosta,Product Page,Case Study,Yes,No,2025-01-28 16:45:00,2025-01-12 01:45:00,CMP-20684
SES-91976,Kimberly Lyons,Home,Blog Post,Yes,No,2025-06-18 03:30:00,2025-03-07 07:30:00,CMP-20301
SES-91977,Gabrielle Mcknight,Pricing,Video Demo,Yes,No,2025-03-27 02:15:00,2025-01-24 12:15:00,CMP-20854
SES-91978,John Harvey,Support,Whitepaper,No,Yes,2025-03-31 06:00:00,2025-02-02 14:30:00,CMP-20897
SES-91979,Brianna Bond,Pricing,Video Demo,No,Yes,2025-08-05 22:45:00,2025-01-03 05:15:00,CMP-20983
SES-91980,Miranda Hicks,Blog,Video Demo,Yes,Yes,2025-07-12 02:15:00,2025-05-31 02:45:00,CMP-20439
SES-91981,Casey Williams,Pricing,Case Study,Yes,Yes,2025-05-28 05:45:00,2025-04-18 01:30:00,CMP-20062
SES-91982,Natalie Freeman,Blog,Datasheet,No,No,2025-05-14 09:30:00,2025-05-10 00:45:00,CMP-20741
SES-91983,Adam Madden,Blog,Datasheet,Yes,Yes,2025-04-18 13:30:00,2025-04-20 18:15:00,CMP-20991
SES-91984,John Johnson,Home,Video Demo,Yes,No,2025-08-10 03:30:00,2025-03-22 22:45:00,CMP-20910
SES-91985,Daniel Mathews,Home,Datasheet,No,Yes,2025-03-04 15:45:00,2025-08-04 18:15:00,CMP-20563
SES-91986,Joshua Watkins,Blog,Case Study,No,No,2025-02-23 10:45:00,2025-01-26 06:00:00,CMP-20136
SES-91987,Joseph Johnson,Home,Whitepaper,No,Yes,2025-01-03 22:00:00,2025-06-18 07:00:00,CMP-20584
SES-91988,Jennifer Davis,Product Page,Video Demo,No,No,2025-02-22 01:15:00,2025-03-12 05:30:00,CMP-20695
SES-91989,Michelle Guerrero,Home,Blog Post,Yes,Yes,2025-01-08 14:15:00,2025-07-06 17:45:00,CMP-20515
SES-91990,Heather Williams,Support,Blog Post,Yes,Yes,2025-03-11 11:45:00,2025-03-14 10:45:00,CMP-20086
SES-91991,Jessica Rodgers,Product Page,Case Study,Yes,No,2025-06-06 22:30:00,2025-03-12 21:30:00,CMP-20151
SES-91992,Shelby Anderson,Pricing,Video Demo,Yes,Yes,2025-04-02 03:45:00,2025-05-02 03:00:00,CMP-20687
SES-91993,Jasmin Walton,Blog,Video Demo,Yes,No,2025-01-17 17:45:00,2025-07-02 03:45:00,CMP-20904
SES-91994,Mark Barnes,Blog,Case Study,No,Yes,2025-03-04 14:45:00,2025-05-06 02:00:00,CMP-20060
SES-91995,Theresa Shepherd,Support,Blog Post,No,No,2025-07-01 15:45:00,2025-01-08 08:15:00,CMP-20796
SES-91996,Christopher Simmons,Product Page,Datasheet,No,No,2025-07-20 05:15:00,2025-02-05 09:00:00,CMP-20071
SES-91997,Joshua Herrera,Support,Case Study,Yes,No,2025-08-13 01:15:00,2025-05-11 00:15:00,CMP-20918
SES-91998,Mary Fox,Product Page,Video Demo,Yes,Yes,2025-05-06 23:45:00,2025-05-14 18:00:00,CMP-20045
SES-91999,Mark Walters,Product Page,Blog Post,No,No,2025-02-15 20:15:00,2025-01-31 05:45:00,CMP-20084
SES-92000,Charles Brewer,Pricing,Whitepaper,Yes,No,2025-05-16 06:00:00,2025-04-08 20:45:00,CMP-20757
