Expense ID,Expense Type,Expense Date,Cost / Expense ($),Contact ID,Contact Name,Customer Name,Department,Payment Method,Invoice Number,Approval Status
EXP-50794,Travel,2025-08-27,5666,CUST-10663,Victoria Meyer,Ellison-Coleman,Finance,PayPal,INV-90794,Pending
EXP-50795,Software Subscription,2025-04-02,13246,CUST-10502,Christopher Peterson,"Kelly, Davis and Nolan",Operations,Cheque,INV-90795,Pending
EXP-50796,Event Sponsorship,2025-03-15,14954,CUST-10809,Jason Potts,Mcdaniel Inc,Sales,Direct Debit,INV-90796,Pending
EXP-50797,Office Supplies,2025-08-19,15514,CUST-10146,Diane Moody DDS,Cobb-Marsh,IT,Bank Transfer,INV-90797,Approved
EXP-50798,Marketing,2025-02-03,18319,CUST-10727,Corey Harris,"Li, Davis and Thomas",IT,Cheque,INV-90798,Pending
EXP-50799,Software Subscription,2025-08-31,1161,CUST-10251,Michael Bell,"Clark, Ramirez and Chambers",Marketing,Bank Transfer,INV-90799,Rejected
EXP-50800,Event Sponsorship,2025-07-30,10294,CUST-10020,Catherine Blanchard,Miller Ltd,Sales,Credit Card,INV-90800,Pending
EXP-50801,Office Supplies,2025-08-28,11700,CUST-10224,Joseph Martin,Jimenez-Gaines,Marketing,Credit Card,INV-90801,Rejected
EXP-50802,Travel,2025-01-10,19572,CUST-10970,Laura Hayes,Singleton-Joseph,Sales,Credit Card,INV-90802,Rejected
EXP-50803,Software Subscription,2025-02-09,450,CUST-10508,Sean Jones,Edwards-Dawson,Operations,Bank Transfer,INV-90803,Pending
EXP-50804,Travel,2025-04-21,5954,CUST-10030,Patricia Smith,Jackson-Sherman,Finance,Bank Transfer,INV-90804,Rejected
EXP-50805,Marketing,2025-05-08,6413,CUST-10068,Jacob Byrd,Walker-Torres,IT,Direct Debit,INV-90805,Approved
EXP-50806,Office Supplies,2025-08-30,6915,CUST-10335,Jonathan Mitchell,Shaw-Perez,IT,Cheque,INV-90806,Rejected
EXP-50807,Software Subscription,2025-06-11,11176,CUST-10260,Stephanie Dixon,English Group,Finance,Bank Transfer,INV-90807,Approved
EXP-50808,Software Subscription,2025-02-12,10454,CUST-10572,Amy Sanford,West-Day,Finance,Cheque,INV-90808,Approved
EXP-50809,Software Subscription,2025-07-11,8529,CUST-10720,Christopher Foster,Jimenez and Sons,Finance,Direct Debit,INV-90809,Approved
EXP-50810,Event Sponsorship,2025-02-10,2384,CUST-10971,Zachary Miller,"Rice, Phillips and Smith",Sales,Credit Card,INV-90810,Approved
EXP-50811,Travel,2025-06-17,12242,CUST-10803,Michael Pratt,Haas Ltd,IT,PayPal,INV-90811,Pending
EXP-50812,Marketing,2025-05-06,9572,CUST-10512,Samuel Garcia,Miller Ltd,Sales,Credit Card,INV-90812,Approved
EXP-50813,Marketing,2025-06-24,11903,CUST-10671,Karen Torres,"Clark, Ramirez and Chambers",Marketing,Credit Card,INV-90813,Rejected
EXP-50814,Travel,2025-07-13,2137,CUST-10512,Tracy Lewis,"Ramirez, Gates and Stephenson",Operations,Cheque,INV-90814,Approved
EXP-50815,Event Sponsorship,2025-04-26,5322,CUST-10849,Robin Burke,"Cruz, Sullivan and Howard",Sales,Bank Transfer,INV-90815,Approved
EXP-50816,Marketing,2025-07-10,11636,CUST-10687,Gerald Dunn,Ellison-Coleman,IT,Cheque,INV-90816,Rejected
EXP-50817,Marketing,2025-05-11,11020,CUST-10900,Adam Smith,Moreno and Sons,Sales,PayPal,INV-90817,Rejected
EXP-50818,Software Subscription,2025-03-25,19963,CUST-10797,Gregory Hicks,"Wilson, Mcclure and Wright",Finance,Credit Card,INV-90818,Rejected
EXP-50819,Event Sponsorship,2025-02-20,4143,CUST-10281,Charles Allen,"Richardson, Price and Lyons",Finance,PayPal,INV-90819,Pending
EXP-50820,Software Subscription,2025-03-13,4891,CUST-10433,Emily Shaw,"Martinez, Carpenter and Green",Finance,Cheque,INV-90820,Approved
EXP-50821,Event Sponsorship,2025-07-09,9868,CUST-10292,Jodi Bates,"Nichols, Chapman and Smith",Finance,Cheque,INV-90821,Rejected
EXP-50822,Software Subscription,2025-04-20,11048,CUST-10586,Robert Carroll,Moore Group,Marketing,Direct Debit,INV-90822,Rejected
EXP-50823,Software Subscription,2025-03-19,3732,CUST-10321,Christine Dixon,Cantrell-Martinez,IT,PayPal,INV-90823,Rejected
EXP-50824,Marketing,2025-03-01,16653,CUST-10966,Cynthia Richmond,"Weber, Lynch and Little",Finance,Cheque,INV-90824,Approved
EXP-50825,Marketing,2025-08-23,6023,CUST-10943,Jerome Duncan,"Crawford, Hayes and Tapia",Operations,Cheque,INV-90825,Rejected
EXP-50826,Software Subscription,2025-08-03,14176,CUST-10846,John Williams,Lewis-Patel,Marketing,Bank Transfer,INV-90826,Rejected
EXP-50827,Office Supplies,2025-01-25,19992,CUST-10606,Matthew Johnson,"Conner, Stone and Lynch",Operations,Credit Card,INV-90827,Rejected
EXP-50828,Office Supplies,2025-06-04,15673,CUST-10271,Julia Martin,Singleton-Joseph,Sales,Bank Transfer,INV-90828,Approved
EXP-50829,Software Subscription,2025-04-16,15190,CUST-10185,Donald Dyer,Carter-Martin,Marketing,Direct Debit,INV-90829,Pending
EXP-50830,Event Sponsorship,2025-02-07,19976,CUST-10235,Randall Gross,Moore PLC,Finance,Direct Debit,INV-90830,Rejected
EXP-50831,Marketing,2025-02-13,9970,CUST-10029,Angel Wiley,"Jenkins, Barrett and Klein",Operations,Direct Debit,INV-90831,Approved
EXP-50832,Marketing,2025-01-24,2483,CUST-10995,Mark Huber,Foster-Blair,Operations,Cheque,INV-90832,Approved
EXP-50833,Event Sponsorship,2025-01-14,8588,CUST-10544,Olivia Schultz,Snyder-Chang,Finance,Credit Card,INV-90833,Pending
EXP-50834,Software Subscription,2025-04-06,18299,CUST-10199,Heather Valenzuela,Jackson-Vasquez,Finance,Credit Card,INV-90834,Rejected
EXP-50835,Marketing,2025-08-18,9894,CUST-10696,Charles Glass,"Watson, Ford and Wagner",Finance,PayPal,INV-90835,Rejected
EXP-50836,Marketing,2025-01-12,4315,CUST-10763,Danielle Keith,"Krueger, Johnson and Barnes",Operations,Direct Debit,INV-90836,Approved
EXP-50837,Software Subscription,2025-07-30,12008,CUST-10481,Jessica Johnson,Taylor PLC,Finance,Direct Debit,INV-90837,Pending
EXP-50838,Software Subscription,2025-08-22,19082,CUST-10133,Casey Howell,Benson-Phillips,Marketing,Bank Transfer,INV-90838,Pending
EXP-50839,Event Sponsorship,2025-06-19,1512,CUST-10396,Cassidy Johnson,Walsh-Powell,Finance,Direct Debit,INV-90839,Approved
EXP-50840,Marketing,2025-06-30,12483,CUST-10033,Pamela Long,"Nelson, Walker and Reyes",Operations,Bank Transfer,INV-90840,Pending
EXP-50841,Travel,2025-03-13,6762,CUST-10875,Edward Ray,Benson-Phillips,IT,PayPal,INV-90841,Approved
EXP-50842,Travel,2025-06-28,202,CUST-10654,Curtis Owens,Murray and Sons,IT,Credit Card,INV-90842,Pending
EXP-50843,Marketing,2025-04-11,10300,CUST-10226,Miguel Fitzgerald,"Cortez, Kramer and Graham",Operations,Bank Transfer,INV-90843,Approved
EXP-50844,Travel,2025-04-12,6551,CUST-10700,Tiffany Lawson,"Stephens, Smith and Ballard",Finance,Cheque,INV-90844,Pending
EXP-50845,Office Supplies,2025-05-06,2668,CUST-10979,Rebecca Simmons,Hardy Group,Marketing,Cheque,INV-90845,Rejected
EXP-50846,Travel,2025-06-28,19346,CUST-10368,Sarah Miller,"Perez, Mccoy and Ramirez",Operations,Cheque,INV-90846,Rejected
EXP-50847,Office Supplies,2025-08-10,15249,CUST-10595,Daniel Jackson,Meyer-Frazier,Marketing,PayPal,INV-90847,Rejected
EXP-50848,Software Subscription,2025-03-28,4216,CUST-10586,Gina Miller,Kennedy-Campbell,IT,PayPal,INV-90848,Approved
EXP-50849,Marketing,2025-03-29,15999,CUST-10519,Joseph Brock,Bennett-Costa,Sales,Credit Card,INV-90849,Rejected
EXP-50850,Office Supplies,2025-01-22,11249,CUST-10327,Jennifer Klein,Lewis-Patel,Operations,Direct Debit,INV-90850,Pending
EXP-50851,Event Sponsorship,2025-08-02,7987,CUST-10911,Sherri Byrd MD,"Klein, Rodriguez and Chapman",Sales,Direct Debit,INV-90851,Rejected
EXP-50852,Software Subscription,2025-08-06,11349,CUST-10406,Todd Hernandez,Green-Hoffman,Marketing,Cheque,INV-90852,Approved
EXP-50853,Office Supplies,2025-05-01,1590,CUST-10344,Ashley Skinner,Andrade-Moore,IT,PayPal,INV-90853,Rejected
EXP-50854,Travel,2025-05-04,12316,CUST-10059,Ellen Clark,Johnson PLC,Marketing,Direct Debit,INV-90854,Rejected
EXP-50855,Event Sponsorship,2025-01-02,15848,CUST-10340,Emily Hill,Moore LLC,Sales,PayPal,INV-90855,Approved
EXP-50856,Software Subscription,2025-01-13,6515,CUST-10242,Kevin Davis,"Pruitt, Jones and Michael",Marketing,Cheque,INV-90856,Approved
EXP-50857,Travel,2025-08-23,15670,CUST-10201,Mr. Tyler Moore,Powell-Benitez,Operations,Direct Debit,INV-90857,Rejected
EXP-50858,Event Sponsorship,2025-07-28,10916,CUST-10932,Gabriella Morris,"Carroll, Mendoza and Hoffman",Sales,Credit Card,INV-90858,Pending
EXP-50859,Software Subscription,2025-02-27,12149,CUST-10053,Ricky Patel,Myers LLC,Finance,Direct Debit,INV-90859,Approved
EXP-50860,Marketing,2025-08-05,2602,CUST-10439,Randy Singleton,Schultz-Vargas,IT,Credit Card,INV-90860,Pending
EXP-50861,Software Subscription,2025-08-30,12148,CUST-10154,James Davis,Morrison-Moore,Marketing,Direct Debit,INV-90861,Rejected
EXP-50862,Travel,2025-01-18,16047,CUST-10721,Regina Spence,"Poole, Sutton and King",IT,Direct Debit,INV-90862,Approved
EXP-50863,Marketing,2025-02-16,17836,CUST-10879,Joseph Schroeder,Jackson-Vasquez,Sales,Bank Transfer,INV-90863,Pending
EXP-50864,Office Supplies,2025-01-24,9095,CUST-10854,Alison Simpson,"Williams, Anderson and Rosales",Operations,Direct Debit,INV-90864,Approved
EXP-50865,Travel,2025-01-13,18947,CUST-10902,Heather White,Griffith-Glass,Marketing,Cheque,INV-90865,Rejected
EXP-50866,Marketing,2025-04-14,17449,CUST-10492,Sara Mitchell,"Le, Murray and Reid",Marketing,Bank Transfer,INV-90866,Rejected
EXP-50867,Travel,2025-04-26,12476,CUST-10702,Elizabeth Trujillo,Rogers-Cervantes,Operations,Direct Debit,INV-90867,Approved
EXP-50868,Software Subscription,2025-04-14,12669,CUST-10933,Debra Mcneil,Benson-Phillips,Operations,PayPal,INV-90868,Rejected
EXP-50869,Marketing,2025-01-17,5010,CUST-10162,Christopher Miller,Rogers LLC,Marketing,Cheque,INV-90869,Approved
EXP-50870,Marketing,2025-07-15,2757,CUST-10584,Jonathan Taylor,"Lopez, Snyder and Kaufman",Marketing,Bank Transfer,INV-90870,Pending
EXP-50871,Marketing,2025-03-05,7707,CUST-10951,Dr. Amanda Hunter,Williams-Alexander,Sales,Cheque,INV-90871,Pending
EXP-50872,Software Subscription,2025-02-25,12227,CUST-10710,Angela Kelley,Brooks-Bolton,IT,Cheque,INV-90872,Approved
EXP-50873,Office Supplies,2025-04-10,16843,CUST-10451,Chelsey Duffy,Garcia-Anderson,Sales,PayPal,INV-90873,Rejected
EXP-50874,Event Sponsorship,2025-07-11,7764,CUST-10256,Jeffrey Leonard,"Conner, Stone and Lynch",Marketing,Credit Card,INV-90874,Rejected
EXP-50875,Marketing,2025-04-19,10042,CUST-10576,Ivan Yates,"Rosario, Reeves and Velez",Finance,Credit Card,INV-90875,Pending
EXP-50876,Marketing,2025-05-16,11003,CUST-10353,Matthew Zamora,"Taylor, Thomas and Quinn",Marketing,PayPal,INV-90876,Pending
EXP-50877,Office Supplies,2025-01-01,13207,CUST-10105,Christina Mills,Williams-Rose,Sales,PayPal,INV-90877,Rejected
EXP-50878,Marketing,2025-05-05,7371,CUST-10306,Martha Alexander,"Campbell, Clark and Reese",Finance,Bank Transfer,INV-90878,Pending
EXP-50879,Event Sponsorship,2025-01-14,14761,CUST-10491,Jeffery Adams,"Cohen, Williams and Mullins",Marketing,Bank Transfer,INV-90879,Approved
EXP-50880,Software Subscription,2025-05-18,15028,CUST-10144,Jennifer Reed,Kirby-Ford,IT,Direct Debit,INV-90880,Approved
EXP-50881,Event Sponsorship,2025-06-15,5103,CUST-10406,Jack Lawson,Perkins-Powell,Finance,PayPal,INV-90881,Rejected
EXP-50882,Office Supplies,2025-02-04,16348,CUST-10213,Elizabeth Scott,"Thomas, Smith and Cook",Marketing,Credit Card,INV-90882,Pending
EXP-50883,Office Supplies,2025-02-27,3948,CUST-10351,Steve Blake,"Turner, Butler and Morgan",IT,PayPal,INV-90883,Rejected
EXP-50884,Office Supplies,2025-06-20,6216,CUST-10070,Thomas Haley,"Hicks, Pruitt and Cole",Finance,Direct Debit,INV-90884,Pending
EXP-50885,Travel,2025-04-04,1831,CUST-10536,Scott Yoder,Myers Ltd,Operations,Direct Debit,INV-90885,Approved
EXP-50886,Marketing,2025-02-23,18334,CUST-10287,Rebecca Rios,Coleman-Welch,Finance,Credit Card,INV-90886,Pending
EXP-50887,Event Sponsorship,2025-08-31,3798,CUST-10652,Barbara Bell,"Clay, Schroeder and Rojas",Finance,Cheque,INV-90887,Pending
EXP-50888,Event Sponsorship,2025-06-27,13897,CUST-10643,Chelsea Lawrence,Taylor LLC,Sales,Direct Debit,INV-90888,Approved
EXP-50889,Travel,2025-01-13,8233,CUST-10227,Brian Martin,"Massey, Wells and Herrera",IT,Credit Card,INV-90889,Approved
EXP-50890,Marketing,2025-02-16,16707,CUST-10264,Sharon Campbell,"Wiley, Perez and Ruiz",Operations,Cheque,INV-90890,Rejected
EXP-50891,Marketing,2025-03-15,11823,CUST-10271,Mr. Christopher Butler,"Johns, Moore and Williams",Sales,Direct Debit,INV-90891,Rejected
EXP-50892,Marketing,2025-02-28,10613,CUST-10630,James Valencia,Powell-English,Operations,Direct Debit,INV-90892,Pending
EXP-50893,Software Subscription,2025-07-19,9865,CUST-10222,Shelby Clark,"Schneider, Brown and Ellison",Sales,Bank Transfer,INV-90893,Approved
EXP-50894,Travel,2025-03-30,8484,CUST-10466,Destiny Cisneros,"Burke, Ward and Gibson",IT,Credit Card,INV-90894,Rejected
EXP-50895,Software Subscription,2025-02-02,12699,CUST-10300,Bryan Flynn,Kemp Inc,Finance,Credit Card,INV-90895,Approved
EXP-50896,Marketing,2025-05-08,18611,CUST-10447,Vincent Brandt,"Murphy, Thompson and Reese",Sales,Direct Debit,INV-90896,Pending
EXP-50897,Travel,2025-03-20,13419,CUST-10803,Allen Green,Carter Inc,Marketing,Cheque,INV-90897,Rejected
EXP-50898,Office Supplies,2025-04-22,5999,CUST-10534,Nicole Shepherd,"Jackson, Foster and Parker",Marketing,PayPal,INV-90898,Pending
EXP-50899,Travel,2025-01-20,9242,CUST-10719,Michael Mann,"Nelson, Young and Dyer",Finance,Direct Debit,INV-90899,Rejected
EXP-50900,Travel,2025-07-23,8067,CUST-10895,Joshua Day,Wells LLC,Finance,Credit Card,INV-90900,Rejected
EXP-50901,Marketing,2025-03-25,19642,CUST-10402,William Mason,Williams and Sons,Sales,PayPal,INV-90901,Approved
EXP-50902,Travel,2025-03-26,12161,CUST-10193,Angela Cook,"Miller, Whitaker and Joseph",Finance,PayPal,INV-90902,Pending
EXP-50903,Marketing,2025-02-12,12484,CUST-10580,Beverly Ortiz,Brennan-Brown,Marketing,Direct Debit,INV-90903,Pending
EXP-50904,Travel,2025-08-31,6158,CUST-10425,Sara Savage,"Lowe, Rosario and Garcia",Marketing,Direct Debit,INV-90904,Approved
EXP-50905,Software Subscription,2025-01-12,8167,CUST-10390,Andrew Durham,Christensen-Fisher,Finance,Direct Debit,INV-90905,Pending
EXP-50906,Software Subscription,2025-04-10,4702,CUST-10095,Johnny Davis,"Yang, Robinson and Ward",Sales,Credit Card,INV-90906,Pending
EXP-50907,Event Sponsorship,2025-02-11,15083,CUST-10899,Jessica Moore,Trujillo-Daniel,Sales,Bank Transfer,INV-90907,Pending
EXP-50908,Travel,2025-06-22,14549,CUST-10020,Thomas Chavez,Moore Group,Marketing,Cheque,INV-90908,Pending
EXP-50909,Marketing,2025-08-28,2135,CUST-10855,Tracey Sullivan,Martinez Ltd,Finance,Bank Transfer,INV-90909,Approved
EXP-50910,Office Supplies,2025-04-04,4137,CUST-10327,Blake Small,Shaw-Perez,Sales,PayPal,INV-90910,Rejected
EXP-50911,Event Sponsorship,2025-03-19,11284,CUST-10724,Lawrence Torres,Ortiz Ltd,IT,Cheque,INV-90911,Approved
EXP-50912,Event Sponsorship,2025-02-28,1484,CUST-10650,Timothy Rich,Gonzalez-Collins,Finance,Direct Debit,INV-90912,Rejected
EXP-50913,Office Supplies,2025-07-25,15717,CUST-10469,Regina Willis,Boyle-Mack,IT,Direct Debit,INV-90913,Pending
EXP-50914,Marketing,2025-07-23,294,CUST-10872,Emily Coleman,"Cohen, Williams and Mullins",Marketing,Bank Transfer,INV-90914,Approved
EXP-50915,Software Subscription,2025-04-11,18691,CUST-10617,Stephen Logan,Page-Watkins,Marketing,Cheque,INV-90915,Rejected
EXP-50916,Software Subscription,2025-02-09,17371,CUST-10893,Jessica Allen,Smith and Sons,Operations,Cheque,INV-90916,Rejected
EXP-50917,Event Sponsorship,2025-07-14,4499,CUST-10936,Alvin Gill,Blake and Sons,IT,Cheque,INV-90917,Approved
EXP-50918,Office Supplies,2025-04-11,11689,CUST-10762,Jessica Ibarra,Taylor and Sons,Operations,PayPal,INV-90918,Approved
EXP-50919,Event Sponsorship,2025-06-01,18625,CUST-10984,Kelly Ramirez,Anderson Ltd,Marketing,Credit Card,INV-90919,Approved
EXP-50920,Travel,2025-06-09,5192,CUST-10402,Julian Anderson,Myers Group,IT,Credit Card,INV-90920,Rejected
EXP-50921,Software Subscription,2025-06-14,5785,CUST-10097,George Romero,Jackson-Sherman,Finance,PayPal,INV-90921,Rejected
EXP-50922,Event Sponsorship,2025-03-01,4855,CUST-10387,Michaela Ford,Chaney-Lozano,Finance,PayPal,INV-90922,Rejected
EXP-50923,Event Sponsorship,2025-05-12,19277,CUST-10106,Chelsea Garcia,"Weber, Lynch and Little",Marketing,Direct Debit,INV-90923,Pending
EXP-50924,Travel,2025-02-06,7329,CUST-10329,Jaclyn Maddox,"Miller, Hardy and Watkins",Finance,Credit Card,INV-90924,Rejected
EXP-50925,Marketing,2025-03-27,14469,CUST-10742,Emily Torres,Green LLC,IT,Direct Debit,INV-90925,Pending
EXP-50926,Office Supplies,2025-03-11,16473,CUST-10435,Hayley Weaver,Roberts PLC,Finance,Cheque,INV-90926,Rejected
EXP-50927,Software Subscription,2025-01-25,8097,CUST-10241,Brian Clark,Porter-Martin,Sales,PayPal,INV-90927,Rejected
EXP-50928,Software Subscription,2025-04-20,18074,CUST-10405,Todd Holloway,"Keith, Burke and Rogers",Sales,Direct Debit,INV-90928,Rejected
EXP-50929,Event Sponsorship,2025-05-12,16477,CUST-10296,Cheryl Medina,Clements-Maynard,Sales,Direct Debit,INV-90929,Pending
EXP-50930,Travel,2025-07-04,13937,CUST-10569,Melissa Anderson,"White, Horton and Bender",IT,Credit Card,INV-90930,Approved
EXP-50931,Travel,2025-03-12,13050,CUST-10788,Mitchell Cole,Choi Ltd,IT,Cheque,INV-90931,Rejected
EXP-50932,Travel,2025-03-22,14315,CUST-10111,Donald Jensen,"Blair, Carey and Henderson",Finance,Direct Debit,INV-90932,Pending
EXP-50933,Office Supplies,2025-05-27,14716,CUST-10474,Jennifer Gonzalez,"Clark, Smith and Anderson",Marketing,Cheque,INV-90933,Pending
EXP-50934,Travel,2025-02-05,12067,CUST-10944,Scott Dillon,"Mcclain, Roberts and Wright",Marketing,Cheque,INV-90934,Rejected
EXP-50935,Software Subscription,2025-01-31,9367,CUST-10289,Daniel Chandler,Daniel LLC,Sales,Cheque,INV-90935,Approved
EXP-50936,Software Subscription,2025-07-01,5879,CUST-10160,Tanner Richardson,Taylor LLC,Finance,PayPal,INV-90936,Approved
EXP-50937,Event Sponsorship,2025-02-14,12455,CUST-10315,Brandi Adams,Moreno Inc,Operations,Direct Debit,INV-90937,Approved
EXP-50938,Marketing,2025-05-23,6728,CUST-10731,Sarah Chapman,Gross Inc,Marketing,Credit Card,INV-90938,Pending
EXP-50939,Office Supplies,2025-03-14,14769,CUST-10470,Erin Gallegos MD,"Wiley, Perez and Ruiz",Sales,Cheque,INV-90939,Rejected
EXP-50940,Marketing,2025-01-16,12141,CUST-10868,Daniel Pope,Dennis-Duffy,Finance,Bank Transfer,INV-90940,Pending
EXP-50941,Software Subscription,2025-02-25,11501,CUST-10430,Mark Travis,Gray-Davis,Operations,Direct Debit,INV-90941,Pending
EXP-50942,Event Sponsorship,2025-02-03,15290,CUST-10166,Traci Lynn,"Anderson, Mcgee and Yang",Sales,Cheque,INV-90942,Pending
EXP-50943,Marketing,2025-03-02,11308,CUST-10461,Alicia Booth,Moreno and Sons,Finance,Direct Debit,INV-90943,Approved
EXP-50944,Marketing,2025-08-14,17697,CUST-10898,Margaret Bartlett,Walker-Mcdonald,Sales,Direct Debit,INV-90944,Pending
EXP-50945,Marketing,2025-05-04,11331,CUST-10921,Deborah Smith,"Wilson, Mcclure and Wright",Finance,PayPal,INV-90945,Pending
EXP-50946,Software Subscription,2025-03-30,9960,CUST-10803,Eric Daniels,Gonzalez-Collins,Operations,Cheque,INV-90946,Approved
EXP-50947,Travel,2025-05-14,19009,CUST-10562,Lauren Lucas,Scott-Newman,Operations,PayPal,INV-90947,Rejected
EXP-50948,Event Sponsorship,2025-04-23,15939,CUST-10653,Bryce Wheeler,"Morrison, Brown and Wilson",Sales,Direct Debit,INV-90948,Rejected
EXP-50949,Marketing,2025-03-09,14698,CUST-10925,Aimee Evans,Lewis-Anderson,IT,Direct Debit,INV-90949,Rejected
EXP-50950,Marketing,2025-06-06,9009,CUST-10320,Zachary Wu,Cline-Cook,Finance,PayPal,INV-90950,Rejected
EXP-50951,Travel,2025-01-27,5566,CUST-10873,Roberto Hooper,"Gardner, Ford and Wells",Marketing,Bank Transfer,INV-90951,Rejected
EXP-50952,Software Subscription,2025-07-27,7602,CUST-10508,Tiffany White,Reyes-Kim,Operations,Cheque,INV-90952,Approved
EXP-50953,Office Supplies,2025-08-15,2518,CUST-10912,James Harmon,Hood Inc,Sales,Credit Card,INV-90953,Approved
EXP-50954,Software Subscription,2025-05-01,2986,CUST-10634,Heidi Robinson,"Reynolds, Joyce and Mercer",Finance,Credit Card,INV-90954,Pending
EXP-50955,Marketing,2025-03-13,728,CUST-10026,Dean Wheeler,"Moreno, Johnson and Espinoza",Marketing,PayPal,INV-90955,Rejected
EXP-50956,Event Sponsorship,2025-07-15,17020,CUST-10784,David Wilson,Schroeder Group,Marketing,Bank Transfer,INV-90956,Rejected
EXP-50957,Event Sponsorship,2025-08-14,868,CUST-10872,Patrick Stewart III,Green Inc,IT,Cheque,INV-90957,Approved
EXP-50958,Travel,2025-02-22,19820,CUST-10860,Craig Colon,"Lopez, Snyder and Kaufman",Sales,PayPal,INV-90958,Rejected
EXP-50959,Software Subscription,2025-07-06,15461,CUST-10373,Sarah Mills,Johnson and Sons,Operations,Bank Transfer,INV-90959,Pending
EXP-50960,Event Sponsorship,2025-01-04,7274,CUST-10559,John Chavez,Key-Anderson,Marketing,PayPal,INV-90960,Pending
EXP-50961,Office Supplies,2025-04-01,8129,CUST-10022,Daniel Aguilar,Butler-Stewart,Operations,Cheque,INV-90961,Pending
EXP-50962,Marketing,2025-04-23,9968,CUST-10725,Dakota Martin,Castro LLC,Operations,Credit Card,INV-90962,Pending
EXP-50963,Travel,2025-05-29,718,CUST-10848,Krista Thomas,Weaver PLC,Finance,PayPal,INV-90963,Rejected
EXP-50964,Office Supplies,2025-08-11,14036,CUST-10943,Sierra Fisher,Gibson Group,Operations,Bank Transfer,INV-90964,Rejected
EXP-50965,Office Supplies,2025-08-25,6923,CUST-10802,Carlos Jacobson,Morgan-Navarro,Operations,Credit Card,INV-90965,Pending
EXP-50966,Marketing,2025-06-08,2626,CUST-10854,Jeanette Torres,Johnson-Young,Marketing,Cheque,INV-90966,Approved
EXP-50967,Software Subscription,2025-05-16,11161,CUST-10186,Michael Cooper,Page-Warner,Operations,Bank Transfer,INV-90967,Pending
EXP-50968,Event Sponsorship,2025-03-09,15729,CUST-10895,Lisa Martin PhD,Moyer-Moyer,Marketing,PayPal,INV-90968,Pending
EXP-50969,Event Sponsorship,2025-05-28,867,CUST-10432,Lisa Kelly,Taylor-White,Sales,Direct Debit,INV-90969,Pending
EXP-50970,Software Subscription,2025-08-29,4427,CUST-10886,Douglas Tucker,"Hamilton, Wilson and Colon",IT,Cheque,INV-90970,Rejected
EXP-50971,Marketing,2025-03-17,3366,CUST-10633,Briana Mccoy,James Group,IT,Bank Transfer,INV-90971,Approved
EXP-50972,Event Sponsorship,2025-07-22,9490,CUST-10625,Mike Richardson,Douglas Ltd,Marketing,Direct Debit,INV-90972,Rejected
EXP-50973,Office Supplies,2025-03-05,970,CUST-10720,Blake Wallace,"Mora, York and Johnson",IT,Cheque,INV-90973,Rejected
EXP-50974,Marketing,2025-01-12,4316,CUST-10613,Ana Young,"Harrell, Conway and Tucker",Sales,Credit Card,INV-90974,Rejected
EXP-50975,Travel,2025-02-27,19881,CUST-10143,Bryan Robbins,"Medina, Lucas and Johnson",Marketing,Bank Transfer,INV-90975,Approved
EXP-50976,Event Sponsorship,2025-03-27,2972,CUST-10036,Mark Richards,Wilson-Long,Finance,Bank Transfer,INV-90976,Approved
EXP-50977,Marketing,2025-07-21,9991,CUST-10880,Denise Woodard,"Lopez, Bowen and Brown",Marketing,Cheque,INV-90977,Approved
EXP-50978,Travel,2025-04-13,12101,CUST-10190,Justin Howard,Perez PLC,Finance,PayPal,INV-90978,Approved
EXP-50979,Event Sponsorship,2025-07-09,9412,CUST-10240,Shelby Jones,Diaz-Atkinson,Marketing,Bank Transfer,INV-90979,Approved
EXP-50980,Office Supplies,2025-01-28,2760,CUST-10730,Kelly Wyatt,"Simpson, Elliott and Wolfe",IT,Direct Debit,INV-90980,Rejected
EXP-50981,Marketing,2025-06-06,17508,CUST-10042,Keith Wright,Hale PLC,Finance,Cheque,INV-90981,Rejected
EXP-50982,Software Subscription,2025-03-06,11964,CUST-10037,Andrew Jones,Singh-Miller,Operations,PayPal,INV-90982,Rejected
EXP-50983,Software Subscription,2025-04-19,9686,CUST-10427,Jennifer Smith,Perkins-Powell,Finance,Bank Transfer,INV-90983,Pending
EXP-50984,Software Subscription,2025-04-18,16811,CUST-10982,Shawn Berry,Underwood Group,Operations,PayPal,INV-90984,Approved
EXP-50985,Event Sponsorship,2025-02-17,7957,CUST-10743,Jason Vazquez,"Keith, Cisneros and Hendricks",Marketing,Cheque,INV-90985,Pending
EXP-50986,Marketing,2025-01-24,15985,CUST-10388,Robin Munoz,Osborne-Clements,Operations,Cheque,INV-90986,Rejected
EXP-50987,Marketing,2025-05-25,19301,CUST-10578,Heather Carter DDS,Castro LLC,Operations,Direct Debit,INV-90987,Rejected
EXP-50988,Software Subscription,2025-03-01,14601,CUST-10818,Christopher Moore,Hall and Sons,IT,Cheque,INV-90988,Pending
EXP-50989,Software Subscription,2025-06-25,18639,CUST-10986,Charles Burch,"Wright, Obrien and Mcdowell",Finance,Credit Card,INV-90989,Approved
EXP-50990,Marketing,2025-08-16,11399,CUST-10789,Joshua Torres,Walton-Hoover,Sales,Bank Transfer,INV-90990,Approved
EXP-50991,Office Supplies,2025-01-19,17857,CUST-10039,Brian Ryan,Dunn-Anderson,Operations,Bank Transfer,INV-90991,Approved
